,cargo,empresa,sobre_empresa,funciones,tipo_empleo,min_salario,max_salario,ciudad,pais,fecha_publicacion,fecha_cierre,categoria,url_vacante
858,PERSONAL DE TIENDA PASTO  JYB,Justo & Bueno,Retail  ,"Requerimos de tus talentos en el cargo de Personal de Tienda. Funciones a desempeñar - Manejo de caja e inventarios - Manejo de productos (surtir, rotación de productos, fijación de precios) y apoyo administrativo. - Conocimientos en Word, Excel y correo electrónico. - Habilidades comerciales, trabajo en equipo, resolución de conflictos, y capacidad de auto gestión. - Manejo de bodega, mantenimiento de punto y aseo del mismo. - Logística y tareas administrativas como pedidos, manejo de dinero y kardex. Los turnos serán rotativos, disponibilidad de trabajo en fines de semana y/o feriados. ",FULL_TIME,954000,954000,Pasto,Colombia,2/15/2021,3/2/2021,servicio_al_cliente,https://www.magneto365.com/es/empleos/justo-y-bueno/vacantes/personal-de-tienda-pasto-jyb-4jmsacij?f_magneto=1&is_public=0
859,Asesor Comercial Credito de libranza ,Adecco,"Lo verdaderamente importante para nuestra compañía son las personas. Fiel a esta filosofía, orientamos nuestros beneficios hacia el bienestar social y el respeto a los valores éticos. Por este motivo, todos nuestros profesionales cualificados a nivel mundial están firmemente abocados a la mejora de la calidad de vida de los trabajadores.     ","Importante empresa del sector Financiero requiere para su equipo de trabajo Técnicos, Tecnólogos, profesionales o estudiantes activos de carrera profesional del campo Financiero con experiencia mínima de 1 año en asesoria en entidades financieras manejando crédito de libranza o multi producto con manejo de libranza y realizando visita de clientes. Horario: lunes a viernes de 7:30 a 5:30 pm Salario: básico MLV+ prestaciones + comisiones prestacionales sin techo ",FULL_TIME,908526,1000000,Medellin,Colombia,2/12/2021,2/27/2021,ventas,https://www.magneto365.com/es/empleos/adecco/vacantes/asesor-comercial-credito-de-libranza-72096f91-852e-41ca-bc9a-7d781245435a?f_magneto=1&is_public=0
860,PERSONAL TIENDA SIBUNDOY-PUTUMAYO JYB,Justo & Bueno,Retail  ,"Requerimos de tus talentos en el cargo de Personal de Tienda. Funciones a desempeñar - Manejo de caja e inventarios - Manejo de productos (rotación de productos, fijación de precios) y apoyo administrativo. - Conocimientos en Word, Excel y correo electrónico. - Habilidades comerciales, trabajo en equipo, resolución de conflictos, y capacidad de auto gestión. - Manejo de bodega, mantenimiento de punto y aseo del mismo. - Logística y tareas administrativas como pedidos, manejo de dinero y kardex. Los turnos serán rotativos, disponibilidad de trabajo en fines de semana y / o feriados.  ",FULL_TIME,954000,954000,Sibundoy,Colombia,2/10/2021,2/25/2021,servicio_al_cliente,https://www.magneto365.com/es/empleos/justo-y-bueno/vacantes/personal-tienda-sibundoy-putumayo-jyb?f_magneto=1&is_public=0
861,Representante de Ventas Cali,Alimentos Polar,,"Propósito del Cargo: Garantizar la atención de los clientes comerciales de la zona asignada, a través de la ejecución impecable de los pasos de la visita, la implantación de actividades de mercadeo de canales y el cumplimiento de las políticas y procedimientos que regulan la gestión comercial de la organización, con el fin de asegurar el logro de los objetivos de ventas y distribución  Formación Académica: Profesional en carreras administrativas y/o comerciales",FULL_TIME,,,,,,,ventas,https://www.magneto365.com/es/empleos/alimentos-polar/vacantes/representante-de-ventas-cali-4hobfu4t?f_magneto=1&is_public=0
862,Representante de Ventas Bogotá,Alimentos Polar,,"Propósito del Cargo: Garantizar la atención de los clientes comerciales de la zona asignada, a través de la ejecución impecable de los pasos de la visita, la implantación de actividades de mercadeo de canales y el cumplimiento de las políticas y procedimientos que regulan la gestión comercial de la organización, con el fin de asegurar el logro de los objetivos de ventas y distribución  Formación Académica: Profesional en carreras administrativas y/o comerciales",FULL_TIME,,,,,,,ventas,https://www.magneto365.com/es/empleos/alimentos-polar/vacantes/representante-de-ventas-bogota-knffbbnb?f_magneto=1&is_public=0
863,Gerente de tienda,,,"Importante empresa del sector de alimentos (Cafeterías), requiere para su equipo de trabajo gerente de tienda que sea profesional en carreras administrativas o a fines, con experiencia mínimo de dos años administrando restaurantes reconocidos de la ciudad, con disponibilidad de tiempo completo para laborar en turnos rotativos con un día compensatorio a la semana, con excelente aptitud de servicio, liderazgo, honestidad y compromiso.      ",FULL_TIME,,,Bogota,Colombia,2/5/2021,2/20/2021,hoteleria_y_Turismo,https://www.magneto365.com/es/empleos/magneto/vacantes/gerente-de-tienda-5f21b9d1-72b3-4c24-bc8c-b2df85d92531
864,BACHILLERES ASESORES COMERCIALES Y SAC,Américas BPS,,"Hola! En Americas Business Process Services nos encontramos en busca del mejor talento humano para nuestro increíble equipo de trabajo.  Estamos en busca del siguiente perfil: Bachilleres, Técnicos o Tecnologos con 1 año de experiencias en los cuales 6 meses deben ser en ventas de cualquier producto o servicio y los otros 6 meses en servicio al cliente de manera formal y certificada.",FULL_TIME,,,Bogota,Colombia,2/3/2021,2/18/2021,call_center_telemercadeo_bpo,https://www.magneto365.com/es/empleos/americas-bps/vacantes/bachilleres-asesores-comerciales-y-sac?f_magneto=1&is_public=0
865,COLABORADOR DE TIENDA SABANA CENTRO*,Justo & Bueno,Retail  ,"Requerimos de tus talentos en el cargo de Personal de Tienda. Funciones a desempeñar - Manejo de caja e inventarios - Manejo de productos (surtir, rotación de productos, fijación de precios) y apoyo administrativo  - Conocimientos en Word, Excel y correo electrónico. - Habilidades comerciales, trabajo en equipo, resolución de conflictos, y capacidad de auto gestión. - Manejo de bodega, mantenimiento de punto y aseo del mismo. - Logística y tareas administrativas como pedidos, manejo de dinero y kardex.",FULL_TIME,,,Cajica,Colombia,1/16/2021,1/31/2021,servicio_al_cliente,https://www.magneto365.com/es/empleos/justo-y-bueno/vacantes/colaborador-de-tienda-sabana-centro-zcbzkxno?f_magneto=1&is_public=0
866,COLABORADOR DE TIENDA- NORTE BOGOTÁ,Justo & Bueno,Retail  ,"Requerimos de tus talentos en el cargo de PERSONAL DE TIENDA que residan en las siguientes localidades: USAQUEN, ENGATIVA, SUBA, BARRIOS UNIDOS.  Funciones a desempeñar - Manejo de caja e inventarios - Manejo de productos (surtir, rotación de productos, fijación de precios) y apoyo administrativo",FULL_TIME,,,Bogota,Colombia,1/16/2021,1/31/2021,servicio_al_cliente,https://www.magneto365.com/es/empleos/justo-y-bueno/vacantes/colaborador-de-tienda-norte-bogota-ikcwbrat?f_magneto=1&is_public=0
867,Asesor Tiempo completo,COLECCIÓN TALENTO,,Se requiere asesor comercial con experiencia en atencion al cliente y asesoria.,,,,,,,,,
 ,,,,,,,,,,,,,
 Requisitos especiales:,FULL_TIME,,,Barranquilla,Colombia,10/21/2020,11/5/2020,servicio_al_cliente,https://www.magneto365.com/es/empleos/coleccion-talento/vacantes/asesor-tiempo-completo-7925e39c-3ea0-4433-9ef4-e030bc3c837c?f_magneto=1&is_public=0,,,,
868,Mercaimpulsadora,Adecco,"Lo verdaderamente importante para nuestra compañía son las personas. Fiel a esta filosofía, orientamos nuestros beneficios hacia el bienestar social y el respeto a los valores éticos. Por este motivo, todos nuestros profesionales cualificados a nivel mundial están firmemente abocados a la mejora de la calidad de vida de los trabajadores.     ",Importante empresa de la región requiere para su equipo de trabajo Mercaimpulsadora.Salario: 877.000  Experiencia de 6 meses en impulso o mercadeo. Horario: lunes a sábado de 8:00 am a 5:30 pm. ,FULL_TIME,,,Manizales,Colombia,10/19/2020,11/3/2020,ventas,https://www.magneto365.com/es/empleos/adecco/vacantes/mercaimpulsadora-p7aqazz7?f_magneto=1&is_public=0
869,vendedor tienda a tienda ,,,"Importante empresa del sector industrial se encuentra en la búsqueda de PREVENTISTA O ASESOR TAT,  Bachiller, Salario: $ SML + Prestaciones de ley + comisiones por tabla de venta (promedio 1.000.000), Horario: lunes a Viernes 6.00 am a terminar ruta y Sábados hasta las 12 pm, Experiencia: 1 año en ventas TAT, consumo masivo de alimentos, confitería, aseo personal) gusto por la calle, personal preventista. Tipo de contrato: Obra o labor,",FULL_TIME,,,Bogota,Colombia,10/17/2020,11/1/2020,ventas,https://www.magneto365.com/es/empleos/magneto/vacantes/vendedor-tienda-a-tienda-d808a647-b5ec-444e-a659-55087bfe1ac3
870,Atencion punto de venta Cedritos,,,"Importante compañía del sector textil, solicita asesores con o sin expeirencia en ventas De Ropa Certificable bajo el cumplimiento de metas presupuestales diarias y/o mensuales. Horario: Domingo a domingo. Disponibilidad de Tiempo completo. Salario:$877.000. Prestaciones de ley. Contrato: Obra labor ",FULL_TIME,,,Bogota,Colombia,10/17/2020,11/1/2020,servicio_al_cliente,https://www.magneto365.com/es/empleos/magneto/vacantes/atencion-punto-de-venta-cedritos-495bbeyz
871,Cajero Periferia,Colsubsidio Empleo,,"Importante empresa requiere para temporada de fin de año, CAJERO, Bachiller, Personal con experiencia certificada de mínimo 6 meses en caja sistematizada, manejo de medios de pago tales como datafono, bonos big pass, sistecredito, entre otros, capacitación de medios de pago, prevención del fraude y papel moneda, disponibilidad de horarios de más de 8 horas de domingo a domingo con un dia compesatorio entre semana, salario 877.803 + COMISIONES + prestaciones sociales, puede ser estudiante, siempre y cuando no tenga clases en la vinculación la cual se da a partir del 20 noviembre. Contrato obra labor.  ",FULL_TIME,,,Cajica,Colombia,10/16/2020,10/31/2020,servicio_al_cliente,https://www.magneto365.com/es/empleos/colsubsidio-empleo/vacantes/cajero-periferia?f_magneto=1&is_public=0
872,Cajero bogota,Colsubsidio Empleo,,"Importante empresa requiere para temporada de fin de año, CAJERO, Bachiller, Personal con experiencia certificada de mínimo 6 meses en caja sistematizada, manejo de medios de pago tales como datafono, bonos big pass, sistecredito, entre otros, capacitación de medios de pago, prevención del fraude y papel moneda, disponibilidad de horarios de más de 8 horas de domingo a domingo con un dia compesatorio entre semana, salario 877.803 + COMISIONES + prestaciones sociales, puede ser estudiante, siempre y cuando no tenga clases en la vinculación la cual se da a partir del 20 noviembre. Contrato obra labor.  ",FULL_TIME,,,Bogota,Colombia,10/16/2020,10/31/2020,servicio_al_cliente,https://www.magneto365.com/es/empleos/colsubsidio-empleo/vacantes/cajero-bogota-yzr-vdnc?f_magneto=1&is_public=0
873,Asesor ventas y cajeros Cúcuta,Studio F,"Studio F es una marca colombiana que aplica las últimas tendencias de la moda en prendas de vestir pensadas especialmente en la silueta de la mujer latina sofisticada y con estilo. Nuestra misión es resaltar la belleza de la mujer, brindando la mejor alternativa de moda y generando una experiencia de compra única, con productos innovadores que la hagan sentirse bien, sobresalir en cualquier ocasión de uso y reflejar toda la feminidad y sensualidad en su look.     ","STF GROUP, Empresa Colombiana líder en el mercado de la moda que a través de sus marcas Studio F y ELA, requiere bachilleres con experiencia en caja sistematizada y en ventas mínimo de 1 año en el sector comercial, Retail,  call center. Debe ser una persona apasionada por la moda, tendencias, orientada a resultados, organizada, con habilidades para trabajar en equipo, con un excelente servicio al cliente, se ofrece Salario Mínimo Legal Vigente + Excelentes Comisiones + Todas Prestaciones de Ley + Tipo de Contrato a término Fijo para la temporada con la empresa.  ",FULL_TIME,877803,2000000,Otra (Norte de Santander),Colombia,10/14/2020,10/29/2020,ventas,https://www.magneto365.com/es/empleos/studio-f/vacantes/asesor-ventas-y-cajeros-cucuta?f_magneto=1&is_public=0
874,Auxiliar de seguridad - Retail,Adecco,"Lo verdaderamente importante para nuestra compañía son las personas. Fiel a esta filosofía, orientamos nuestros beneficios hacia el bienestar social y el respeto a los valores éticos. Por este motivo, todos nuestros profesionales cualificados a nivel mundial están firmemente abocados a la mejora de la calidad de vida de los trabajadores.     ","Importante compañía del sector retail, requiere para su equipo de trabajo: Auxiliar de seguridad. Formación Académica: Bachiller culminado. Horarios: Turnos rotativos de domingo a domingo con compensatorio entre semana. Salario: $887703 + Horas Extras + Recargos + Prestaciones de ley.  ",FULL_TIME,,,Medellin,Colombia,10/13/2020,10/28/2020,bodega_logistica_y_transporte,https://www.magneto365.com/es/empleos/adecco/vacantes/auxiliar-de-seguridad-retail?f_magneto=1&is_public=0
875,Coordinador Comercial,,,"Importante Empresa del sector busca Coordinador Comercial con más de dos años de experiencia liderando equipos comerciales, cuyas principales funciones serán cumplir con el presupuesto de ventas del portafolio en los comercios asignados, implementando estrategias para alcanzar los objetivos de ventas y velar por la productividad del equipo de ventas.  Cumplimiento de indicadores de gestión, formación integral de los asesores comerciales a su cargo con el fin de alcanzar las metas definidas de calidad y productividad.   Requisitos: Profesional en administración de empresas, ingeniería industrial, Mercadeo y afines. Capacidad de análisis, comunicación asertiva, enfoque en resultados, liderazgo de equipos comerciales. Condiciones: Salario base + Variable por cumplimento.",FULL_TIME,,,Medellin,Colombia,10/10/2020,10/25/2020,administracion_oficina,https://www.magneto365.com/es/empleos/magneto/vacantes/coordinador-comercial-793b1545-1a52-4586-8013-e141d8f5bf9a
876,Asesor comercial sabana,Colsubsidio Empleo,,"Importante empresa requiere para temporada de fin de año, ASESOR COMERCIAL Bachiller, Personal joven dinámico, con afinidad por la moda y las ventas, preferiblemente con experiencia en temporadas de marcas reconocidas.  Disponibilidad de horarios de más de 8 horas de domingo a domingo con un día compensatorio entre semana,",FULL_TIME,,,Chia,Colombia,10/10/2020,10/25/2020,servicio_al_cliente,https://www.magneto365.com/es/empleos/colsubsidio-empleo/vacantes/asesor-comercial-sabana?f_magneto=1&is_public=0
